@relation NumericData

@attribute Ville numeric
@attribute Secteur_activite numeric
@attribute Type_contrat numeric
@attribute Niveau_etudes numeric
@attribute Experience numeric
@attribute Langue numeric
@attribute Salaire numeric
@attribute Teletravail numeric

@data
0,6,0,2,1,0,7800,0
0,2,0,4,1,1,7400,0
4,8,0,2,0,1,7800,2
0,6,0,2,1,0,7800,0
0,1,0,0,1,2,6600,0
0,6,0,2,1,1,7800,0
3,7,0,2,0,0,7800,0
10,33,0,2,0,0,7800,0
0,3,0,0,1,1,7400,0
0,6,0,2,1,2,7800,0
0,8,0,2,2,0,16400,2
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,8,0,2,2,1,15800,1
0,8,0,2,0,1,7800,2
1,10,0,2,2,2,16800,0
0,10,0,2,0,1,7800,0
7,1,1,0,1,2,7600,0
0,0,0,2,0,1,7800,0
0,6,0,2,1,2,7800,0
0,4,0,2,2,2,19200,0
0,1,0,2,2,1,19000,0
0,10,0,2,0,0,7800,0
0,0,0,2,0,0,7800,0
4,8,0,2,1,0,6200,2
0,6,0,2,1,0,7800,0
0,76,0,4,2,0,16000,0
4,8,0,2,0,1,7800,2
4,8,0,2,0,1,7800,2
4,8,0,2,0,2,7800,2
4,8,0,2,0,2,7800,2
4,8,0,2,0,2,7800,2
0,6,0,2,1,2,7800,0
0,6,0,2,1,0,7800,0
0,13,0,4,0,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,14,1,2,1,2,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,14,1,2,3,0,34000,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,5,0,0,0,0,7800,0
0,6,0,2,1,0,7800,0
4,77,0,1,0,1,7800,1
0,6,0,2,1,1,7800,0
4,0,0,2,2,2,17000,0
3,49,0,2,0,0,7800,0
0,6,0,2,1,0,7800,0
0,4,0,2,2,0,19400,0
0,13,0,2,2,1,15000,0
3,49,0,1,0,1,7800,0
0,11,0,4,0,1,7800,0
3,49,0,2,2,0,17600,0
5,4,0,0,1,0,5400,0
5,4,0,2,1,2,6600,0
5,4,0,2,0,2,7800,0
5,7,0,0,1,0,7200,0
5,4,0,0,1,1,6800,0
4,17,0,4,1,1,9000,0
5,33,0,2,0,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,4,3,0,1,0,5200,0
0,12,0,2,1,0,5400,0
0,10,0,0,1,1,7000,0
0,41,0,4,0,0,7800,0
0,6,0,2,1,1,7800,0
4,8,0,2,2,1,18000,2
4,8,0,2,0,2,7800,2
4,8,0,2,0,0,7800,2
0,6,0,2,1,0,7800,0
4,8,0,2,0,1,7800,2
0,6,0,2,1,1,7800,0
0,1,0,1,2,2,18400,0
0,3,0,4,1,1,7200,0
0,6,0,2,1,2,7800,0
2,10,0,2,0,0,7800,0
0,78,0,4,1,0,8600,0
0,0,0,2,3,2,49400,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,78,0,4,1,1,6400,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,0,7800,0
0,5,1,0,1,0,8400,0
0,6,0,2,1,0,7800,0
0,53,0,2,1,2,7000,0
4,5,0,1,1,1,8000,0
0,6,0,2,1,1,7800,0
0,10,0,2,2,1,16400,0
0,3,0,4,1,2,5800,0
0,9,3,1,1,1,5800,0
0,6,0,2,1,2,7800,0
0,10,0,4,0,0,7800,1
0,9,0,0,1,2,7400,0
0,2,0,0,1,1,5200,0
0,2,0,2,2,2,17400,0
0,5,0,2,2,2,18400,0
3,11,0,1,0,0,7800,0
0,11,0,1,0,2,7800,0
0,79,0,4,2,0,17200,0
4,10,0,2,0,0,7800,0
0,8,0,2,2,1,18400,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,0,7800,0
0,8,0,2,1,2,5200,1
0,9,0,1,1,2,7400,0
1,4,0,4,1,1,6200,0
0,8,0,2,0,0,7800,1
0,8,0,1,0,2,7800,0
0,0,0,1,1,1,8600,0
0,8,0,2,0,2,7800,0
0,8,0,2,0,0,7800,1
0,6,0,2,1,1,7800,0
4,8,0,2,0,2,7800,1
0,10,0,2,1,1,7000,0
5,13,0,2,0,2,7800,0
1,0,0,2,3,0,26200,0
0,0,4,0,1,0,6600,1
0,1,0,1,1,0,7800,0
0,5,0,2,2,2,17800,0
0,6,0,2,1,1,7800,0
0,80,0,0,0,0,7800,0
0,4,0,2,3,1,40200,0
0,10,0,2,0,1,7800,0
3,7,0,2,0,2,7800,0
0,3,0,4,1,2,7000,0
4,8,0,4,2,1,17400,1
0,2,0,4,0,1,7800,0
0,1,0,1,1,0,8400,0
3,71,0,1,1,1,8200,0
3,71,0,1,0,2,7800,0
4,17,0,4,1,2,5400,0
0,6,0,2,1,0,7800,0
0,12,2,2,1,2,9000,1
0,6,0,2,1,2,7800,0
0,57,1,4,1,0,6200,0
0,57,0,0,1,1,8000,0
0,13,0,0,3,1,26800,0
3,9,0,0,1,0,5000,0
3,7,0,0,0,0,7800,0
3,0,0,2,0,0,7800,0
3,7,0,4,0,0,7800,0
3,2,2,1,0,2,7800,0
0,6,0,2,1,0,7800,0
3,7,0,2,0,2,7800,0
3,9,0,2,0,1,7800,0
0,1,3,0,1,1,7400,0
0,1,3,0,1,0,5800,0
3,1,3,0,1,2,6600,0
5,1,3,0,1,2,7600,0
4,31,3,1,1,2,7000,0
4,49,0,1,0,1,7800,0
3,13,0,2,0,0,7800,0
3,9,0,2,2,1,19600,0
3,11,0,2,0,0,7800,0
3,7,0,2,0,0,7800,0
3,7,0,2,0,2,7800,0
3,81,0,2,0,1,7800,0
3,10,0,1,0,0,7800,0
3,82,0,1,1,0,5600,0
3,49,0,1,0,0,7800,0
3,0,0,2,0,0,7800,0
3,5,0,2,0,1,7800,0
3,12,0,2,0,0,7800,0
3,49,0,1,0,0,7800,0
3,49,0,1,0,0,7800,0
3,57,0,0,0,1,7800,0
3,14,0,0,1,2,8000,0
0,6,0,2,1,0,7800,0
0,1,0,1,2,1,17800,0
0,6,0,2,1,1,7800,0
5,4,0,0,1,0,5600,0
0,1,0,0,0,2,7800,0
0,6,0,2,1,1,7800,0
0,83,0,2,3,2,38400,0
4,84,0,0,1,2,7200,0
0,6,0,2,1,1,7800,0
0,1,0,1,0,1,7800,0
0,0,4,0,1,2,9000,0
0,0,0,4,1,2,6000,0
0,0,0,4,1,2,8200,0
0,6,0,2,1,1,7800,0
0,1,0,1,0,1,7800,0
0,67,0,2,0,2,7800,1
4,10,0,2,3,0,40200,0
0,6,0,2,1,0,7800,0
5,0,0,1,0,2,7800,2
0,8,0,2,2,0,15400,1
3,2,0,2,1,1,6800,0
0,6,0,2,1,0,7800,0
0,12,0,2,0,0,7800,0
0,5,3,1,1,0,5200,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,0,7800,0
4,5,0,2,0,2,7800,0
0,8,0,2,2,2,15200,0
1,20,0,2,0,0,7800,0
0,4,0,0,2,1,19200,0
5,10,0,2,0,2,7800,0
4,1,1,0,1,2,7400,0
0,6,0,2,1,0,7800,0
3,31,0,2,2,1,19600,0
3,31,0,2,2,1,16000,0
3,31,0,2,2,0,15200,0
3,31,0,2,2,1,16600,0
3,31,0,2,2,2,19800,0
3,13,0,2,2,0,19600,0
3,31,0,2,2,0,19400,0
3,31,0,0,2,0,18800,0
5,4,0,2,0,2,7800,0
5,4,0,2,0,2,7800,0
6,8,0,2,0,1,7800,1
0,10,0,2,0,0,7800,0
0,1,0,4,0,1,7800,0
1,4,0,2,2,2,16800,0
0,3,0,4,1,2,5200,0
0,6,0,2,1,2,7800,0
0,10,0,0,0,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
4,0,0,2,0,0,7800,0
0,6,0,2,1,0,7800,0
4,0,0,2,2,2,15800,0
0,27,1,1,1,2,6800,0
0,1,0,2,0,0,7800,1
0,13,0,2,2,0,16800,0
4,8,5,4,0,2,7800,1
1,5,3,2,1,2,8400,0
4,8,5,4,0,2,7800,1
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
0,10,1,0,1,0,8800,0
0,6,0,2,1,1,7800,0
0,8,1,2,2,1,19000,0
0,8,1,2,2,1,17600,0
0,10,0,4,0,1,7800,0
0,6,0,2,1,0,7800,0
4,8,5,4,0,0,7800,0
0,6,0,2,1,2,7800,0
3,7,0,2,0,1,7800,0
3,7,0,2,0,2,7800,0
3,7,0,2,0,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
1,1,0,2,2,2,17200,0
0,0,0,2,1,2,7400,0
0,6,0,2,1,1,7800,0
4,11,0,2,1,2,8000,0
0,3,0,4,1,1,6400,0
0,10,4,2,1,0,6000,0
0,3,0,4,1,2,5200,0
0,10,0,2,0,2,7800,0
0,12,0,0,1,1,6200,0
0,6,0,2,1,2,7800,0
0,2,0,4,0,2,7800,0
0,17,0,0,1,1,5400,0
0,17,0,0,1,2,9000,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,3,0,4,1,0,6200,0
0,6,0,2,1,1,7800,0
4,8,0,2,0,1,7800,0
4,8,0,2,0,2,7800,0
4,1,0,2,0,2,7800,0
3,7,0,2,0,0,7800,0
0,1,0,1,0,0,7800,0
0,1,0,1,0,2,7800,0
3,1,0,2,3,1,40800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,5,0,2,2,0,16400,0
0,10,4,1,1,1,6800,0
0,0,0,2,1,1,5200,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,0,7800,0
0,4,0,0,1,2,8200,0
0,17,0,0,1,2,6200,0
4,8,0,2,3,2,38600,1
0,8,0,2,0,0,7800,1
0,4,0,2,1,1,7400,0
0,12,0,1,0,2,7800,0
0,12,0,4,0,1,7800,0
0,6,0,2,1,1,7800,0
0,10,0,0,1,0,6200,0
0,9,0,1,1,0,5600,0
0,6,0,2,1,2,7800,0
0,11,0,2,1,0,8200,0
5,4,0,0,0,0,7800,0
5,4,0,0,0,2,7800,0
5,4,0,0,0,0,7800,0
5,4,0,0,0,0,7800,0
5,4,0,0,2,0,17000,0
5,4,0,0,0,1,7800,0
5,4,0,0,0,0,7800,0
3,2,0,2,2,1,18400,0
3,7,0,2,0,2,7800,0
3,13,0,0,0,0,7800,0
3,2,0,3,0,2,7800,0
3,2,0,2,2,1,19800,0
0,8,0,2,2,2,19000,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,5,3,2,1,2,7000,0
0,72,0,2,0,0,7800,0
0,12,0,2,3,2,25000,0
0,8,0,2,0,1,7800,1
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,11,3,2,1,1,8600,0
0,6,0,2,1,0,7800,0
0,1,0,1,1,2,8400,0
3,85,0,2,2,1,19800,0
0,4,2,0,1,2,9000,0
0,8,0,2,0,2,7800,1
0,5,0,2,0,0,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,0,0,4,1,1,7000,0
0,27,1,1,1,0,5000,0
0,10,0,2,1,2,8000,0
0,1,0,1,0,2,7800,0
0,36,0,2,0,1,7800,0
5,2,0,2,0,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,2,7800,0
0,12,0,2,0,2,7800,0
0,36,0,1,1,0,5000,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
0,8,0,0,1,2,5600,0
0,6,0,2,1,2,7800,0
0,8,0,2,2,1,19200,1
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,36,0,1,1,1,6400,0
4,36,0,1,1,1,9000,0
0,6,0,2,1,2,7800,0
0,8,0,2,0,2,7800,1
0,86,0,1,1,2,8000,0
0,8,4,2,1,2,6200,1
0,5,0,2,0,1,7800,0
6,12,0,2,2,0,15000,0
0,8,4,2,1,2,7400,1
0,8,4,2,1,0,6400,0
0,8,4,2,1,1,6000,0
0,1,0,4,0,0,7800,0
3,87,0,1,2,2,19000,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
5,5,0,0,0,1,7800,0
5,4,0,0,0,1,7800,0
4,8,0,2,2,2,18000,1
0,6,0,2,1,1,7800,0
0,0,0,2,0,0,7800,0
5,88,0,0,0,0,7800,0
4,8,0,2,2,0,17400,1
4,8,0,2,2,0,17800,1
5,4,0,2,2,1,15600,0
0,6,0,2,1,2,7800,0
3,8,0,4,0,0,7800,0
0,89,0,2,1,1,7000,0
0,10,0,2,2,0,17000,0
0,11,0,2,0,2,7800,0
0,11,0,2,0,2,7800,0
5,4,0,2,2,1,18600,0
0,5,0,1,0,1,7800,0
4,7,0,2,0,1,7800,1
0,6,0,2,1,1,7800,0
4,8,0,2,0,2,7800,1
0,0,0,2,1,1,8800,1
0,7,2,2,2,2,17000,0
0,53,0,2,2,2,19600,0
4,53,0,2,2,2,17000,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
0,8,0,2,2,1,16200,1
0,6,0,2,1,0,7800,0
6,4,0,4,1,2,7000,0
8,4,0,1,0,2,7800,0
8,4,0,0,0,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,1,7800,0
5,0,0,4,0,1,7800,0
0,6,0,2,1,2,7800,0
8,36,0,4,1,2,7200,0
4,1,1,0,1,2,5400,0
4,14,4,2,1,2,6800,1
0,11,0,1,0,0,7800,0
3,1,0,1,0,0,7800,0
3,49,0,0,0,1,7800,0
4,10,0,2,0,1,7800,0
0,1,1,1,1,2,8400,0
4,10,0,2,0,2,7800,0
0,4,0,1,0,0,7800,0
3,4,0,3,0,0,7800,0
3,0,0,2,0,0,7800,0
3,7,0,2,0,2,7800,0
0,8,0,2,2,1,18400,1
0,90,2,2,2,0,19600,0
1,21,0,0,0,1,7800,0
6,13,0,2,0,2,7800,0
1,21,0,0,0,1,7800,0
1,21,0,0,0,1,7800,0
0,5,0,2,2,2,15600,0
0,8,0,2,2,2,19600,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,1,7800,0
0,4,0,2,2,2,18400,0
4,8,0,2,2,1,16000,1
0,6,0,2,1,1,7800,0
0,6,0,2,1,0,7800,0
0,6,0,2,1,2,7800,0
6,17,0,4,1,2,5600,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
0,6,0,2,1,2,7800,0
0,6,0,2,1,1,7800,0
3,7,0,2,2,2,19800,0
0,8,0,2,2,0,15000,2
0,8,0,2,2,1,17000,2
1,54,0,0,1,2,5800,0
0,8,0,2,0,2,7800,1
5,10,0,2,1,0,5400,0
0,12,0,2,0,2,7800,0
0,13,0,2,2,1,16000,0
4,84,4,0,1,1,7600,0
0,53,0,2,2,2,18600,0
0,8,0,2,2,2,18200,2
0,6,0,2,1,1,7800,0
0,8,0,2,2,0,19000,2
4,8,0,2,1,0,6600,0
0,6,0,2,1,2,7800,0
3,7,0,2,0,1,7800,0
0,9,0,0,1,1,5200,0
1,1,0,1,1,2,6200,0
0,12,0,2,2,1,17000,0
0,12,0,2,0,1,7800,0
0,10,0,2,2,2,15400,0
3,91,0,2,2,2,17200,0
0,8,1,4,0,0,7800,1
0,5,0,4,0,0,7800,0
0,5,0,0,1,1,5200,0
0,92,0,2,2,2,16400,0
0,6,0,2,1,0,7800,0
0,93,0,2,3,1,33600,0
0,5,0,1,1,0,9000,0
0,1,0,0,0,0,7800,0
0,6,0,0,1,2,5000,0
0,6,0,0,1,0,8800,0
0,6,0,4,1,1,9000,0
0,6,0,0,1,1,7200,0
0,94,0,2,1,0,7600,0
0,95,0,4,1,1,5200,0
0,6,0,0,0,2,7800,0
0,6,0,0,0,1,7800,0
0,6,0,0,1,0,6400,0
0,6,0,2,1,1,5000,0
0,8,0,0,0,0,7800,0
0,8,0,0,0,1,7800,0
0,6,0,0,1,2,5800,0
0,6,0,0,2,1,19400,0
0,6,0,0,1,0,7800,0
0,6,0,0,1,0,5200,0
0,96,0,0,1,1,7800,0
0,97,0,4,1,2,8800,0
0,6,0,2,1,2,8400,0
0,6,0,0,1,2,6200,0
0,6,0,0,1,0,5200,0
0,98,0,0,1,0,7400,0
0,6,0,0,0,0,7800,0
0,6,0,0,0,1,7800,0
0,6,0,4,1,2,7800,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,1,8000,0
0,6,0,0,1,0,9000,0
0,6,0,0,1,0,8400,0
0,99,2,4,1,2,6000,0
0,8,3,0,1,2,7600,0
0,100,0,0,1,0,9000,0
0,94,2,4,1,2,8800,0
0,6,0,0,1,0,8800,0
0,6,0,0,1,0,6000,0
0,6,0,0,1,2,7400,0
0,6,0,0,1,0,7600,0
0,6,0,4,1,0,6800,0
0,101,0,0,1,2,5200,0
0,102,2,4,1,1,7800,0
0,6,6,4,0,1,7800,0
0,6,0,4,1,2,6200,0
0,98,0,0,0,2,7800,0
0,6,0,0,1,2,6000,0
0,103,0,2,1,0,6000,0
0,6,0,0,0,0,7800,0
0,6,0,0,0,2,7800,0
0,103,3,2,1,1,7200,0
0,95,0,4,1,0,8800,0
0,6,0,0,1,1,7400,0
0,6,0,0,1,0,6000,0
0,96,0,4,1,0,7400,0
0,6,0,4,1,2,5000,0
0,8,0,2,1,2,7800,0
0,104,0,2,0,1,7800,0
0,99,7,0,1,2,6200,0
0,6,0,0,1,2,7600,0
0,105,0,0,0,0,7800,0
0,6,0,0,1,2,5800,0
0,6,0,0,1,2,5000,0
0,6,0,0,1,0,6000,0
0,6,0,4,1,0,7800,0
0,99,0,0,1,1,7800,0
0,6,0,0,0,0,7800,0
0,6,0,0,1,0,6600,0
0,6,0,0,0,1,7800,0
0,6,0,0,1,2,9000,0
0,6,0,0,1,0,5200,0
0,6,0,0,1,0,8000,0
0,6,0,0,1,1,6400,0
0,6,0,0,1,1,6800,0
0,6,0,0,1,0,7800,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,2,5000,0
0,6,0,0,1,0,7800,0
0,6,0,0,1,0,6200,0
0,6,0,0,1,0,8000,0
0,6,0,0,1,2,7600,0
0,6,0,0,1,0,8400,0
0,6,0,0,1,1,7200,0
0,6,0,0,1,1,8600,0
0,6,0,0,1,0,7000,0
0,6,0,0,1,0,7200,0
0,6,0,0,1,0,5600,0
0,6,0,0,1,2,9000,0
0,98,0,1,0,0,7800,0
0,106,0,4,1,0,5200,0
0,6,0,0,1,0,7600,0
0,6,0,0,1,0,6400,0
0,6,0,4,1,2,6000,0
0,106,0,0,1,2,8800,0
0,6,0,4,1,2,8600,0
0,107,0,2,1,1,7800,0
0,6,0,0,1,1,8200,0
0,94,0,2,1,1,7200,0
0,108,2,4,1,0,7800,0
0,6,0,0,1,1,7800,0
0,6,0,0,1,0,7000,0
0,6,0,0,1,0,7600,0
0,6,0,0,1,0,5400,0
0,109,0,2,1,0,6000,0
0,94,0,2,1,0,6000,0
0,6,0,0,1,2,7400,0
0,6,0,0,1,1,7400,0
0,6,0,0,1,2,5000,0
0,110,0,4,1,1,7000,0
0,6,0,0,1,1,5200,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,0,7000,0
0,107,0,2,1,0,7800,0
0,6,0,0,1,2,9000,0
0,6,0,0,1,2,9000,0
0,6,0,0,1,0,6400,0
0,106,0,4,1,0,6600,0
0,6,0,0,1,2,7400,0
0,6,0,0,1,1,8000,0
0,99,0,1,0,2,7800,0
0,6,0,0,1,0,7800,0
0,6,0,0,1,2,8000,0
0,6,0,2,1,1,7800,0
0,95,7,0,1,0,6200,0
0,71,0,0,1,0,6400,0
0,8,0,0,1,0,6600,0
0,111,0,2,1,0,7400,0
0,8,0,4,1,2,7600,0
0,6,0,0,1,2,8800,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,0,7800,0
0,6,0,0,1,1,5800,0
0,6,0,0,1,0,6200,0
0,8,0,1,1,2,7800,0
0,94,3,2,1,2,7800,0
0,6,0,0,1,1,6200,0
0,8,0,0,1,1,6800,0
0,6,0,0,1,2,5400,0
0,6,0,0,1,0,6000,0
0,6,0,0,1,1,7600,0
0,6,0,0,1,1,7800,0
0,6,0,0,0,1,7800,0
0,6,0,0,0,1,7800,0
0,6,0,0,0,0,7800,0
0,6,0,0,1,2,8800,0
0,6,0,0,1,1,7200,0
0,6,0,0,1,0,8200,0
0,100,0,0,1,2,7800,0
0,6,0,0,1,2,5600,0
0,100,0,2,1,2,7800,0
0,6,0,0,1,1,8600,0
0,6,0,0,1,2,7000,0
0,6,0,0,1,2,5000,0
0,6,0,0,1,1,8400,0
0,6,0,0,1,0,8400,0
0,6,6,2,1,1,7800,0
0,6,7,4,1,1,6200,0
0,6,0,0,1,1,6400,0
0,6,0,0,1,1,7800,0
0,6,0,0,1,1,8800,0
0,6,0,0,1,0,6400,0
0,6,0,0,1,2,8800,0
0,6,0,0,1,1,8400,0
0,6,0,0,1,2,7800,0
0,6,0,0,1,0,6600,0
0,6,0,0,1,1,6600,0
0,6,0,0,1,0,9000,0
0,6,0,0,1,2,7800,0
0,8,0,2,0,0,7800,0
0,6,6,2,1,0,7800,0
0,6,0,4,1,1,7000,0
0,6,0,0,1,0,5800,0
0,6,0,0,1,1,8000,0
0,6,0,0,1,1,5200,0
0,6,0,0,0,2,7800,0
0,6,0,0,0,2,7800,0
0,6,0,0,0,1,7800,0
0,112,0,0,1,1,7600,0
0,6,0,0,1,2,7200,0
0,6,0,0,1,2,7000,0
0,6,0,0,1,2,7400,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,1,7800,0
0,6,0,0,1,0,7000,0
0,71,2,1,1,1,8400,0
0,6,0,0,1,1,6800,0
0,97,0,4,1,1,8000,0
0,6,0,0,1,2,6000,0
0,6,0,0,1,1,7800,0
0,6,0,0,1,2,6800,0
0,6,0,0,1,2,7000,0
0,6,0,0,1,0,7200,0
0,6,0,0,1,1,7200,0
0,113,2,4,1,2,6600,0
0,94,8,4,1,0,5800,0
0,6,6,2,1,0,7800,0
0,6,0,0,1,1,5400,0
0,6,0,0,1,0,9000,0
0,6,0,0,1,1,6800,0
0,6,0,0,1,1,6400,0
0,6,0,0,1,1,5400,0
0,6,0,0,1,1,8600,0
0,6,0,0,1,0,6800,0
0,6,0,0,1,0,8000,0
0,95,0,4,1,2,8400,0
0,6,0,0,1,1,6000,0
0,6,0,0,1,1,7400,0
0,99,0,2,1,0,7800,0
0,6,0,0,0,1,7800,0
0,6,0,0,0,1,7800,0
0,99,0,4,1,2,8800,0
0,6,0,0,1,0,5600,0
0,6,0,0,1,2,8600,0
0,6,0,0,1,1,8600,0
0,100,2,4,1,1,5000,0
0,107,6,2,1,1,6000,0
0,114,2,0,0,1,7800,0
0,6,0,0,1,0,7200,0
0,6,0,0,1,0,7000,0
0,6,0,0,1,2,8200,0
0,6,0,0,1,1,8600,0
0,6,0,0,1,0,8400,0
0,115,9,0,1,2,8000,0
0,95,0,4,1,2,8200,0
0,6,0,0,1,2,6400,0
0,6,0,0,1,2,6200,0
0,99,3,0,1,2,8200,0
0,103,3,2,1,2,5600,0
0,102,10,0,0,0,7800,0
0,6,0,0,1,0,8800,0
0,6,0,0,1,1,7200,0
0,105,0,0,0,0,7800,0
0,6,0,0,1,2,7600,0
0,6,0,0,1,2,7800,0
0,6,0,0,1,2,6200,0
0,6,0,0,1,1,8000,0
0,6,0,0,1,1,6000,0
0,98,0,0,0,2,7800,0
0,8,6,0,1,2,7200,0
0,6,6,4,1,2,8600,0
0,6,0,0,1,0,7400,0
0,6,0,0,1,2,8400,0
0,6,0,0,0,0,7800,0
0,6,0,0,0,2,7800,0
0,6,0,0,0,1,7800,0
0,6,0,0,1,2,7400,0
0,8,2,1,1,1,5600,0
0,102,0,0,1,2,6200,0
0,6,0,0,1,2,5600,0
0,6,0,0,1,2,6800,0
0,6,0,0,1,1,9000,0
0,6,0,0,1,2,8000,0
0,6,0,0,1,0,7400,0
0,6,0,0,1,2,7600,0
0,6,0,0,1,2,8400,0
0,96,2,0,1,2,9000,0
0,6,0,0,1,0,8800,0
0,6,0,0,1,1,7400,0
0,6,0,0,1,0,6800,0
0,6,0,0,1,1,7800,0
0,6,0,0,1,2,8200,0
0,6,0,0,1,2,5200,0
0,102,0,1,0,0,7800,0
0,6,0,0,1,2,5200,0
0,6,0,0,1,1,7800,0
0,6,11,0,0,2,7800,0
0,106,7,0,1,1,7000,0
0,100,0,1,0,2,7800,0
0,6,0,0,1,0,6200,0
0,6,0,0,1,1,7600,0
0,6,0,0,1,0,9000,0
0,6,0,0,1,2,7400,0
0,6,0,4,0,1,7800,0
0,6,0,0,0,0,7800,0
0,6,0,0,0,0,7800,0
0,6,0,0,0,2,7800,0
0,6,0,0,0,2,7800,0
0,6,2,0,0,2,7800,0
0,6,0,0,0,0,7800,0
0,96,0,0,0,1,7800,0
0,96,0,0,0,1,7800,0
0,116,0,2,1,0,7800,0
0,6,0,0,0,0,7800,0
0,99,0,0,1,0,7600,0
0,6,0,0,1,2,7800,0
0,6,0,0,1,0,7600,0
0,6,0,0,1,0,5600,0
0,6,0,0,1,1,9000,0
0,117,0,0,0,0,7800,0
0,6,0,0,1,0,7200,0
0,6,0,0,1,1,5000,0
0,6,0,0,1,2,8400,0
0,6,0,0,1,1,6200,0
0,97,0,4,1,0,8400,0
0,6,0,0,1,1,7000,0
