@relation NumericData

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric

@data
3,49,0,1,0,0,0
3,57,0,0,0,1,0
3,14,0,0,1,2,0
0,6,0,2,1,0,0
0,1,0,1,2,1,0
0,6,0,2,1,1,0
5,4,0,0,1,0,0
0,1,0,0,0,2,0
0,6,0,2,1,1,0
0,83,0,2,3,2,0
4,84,0,0,1,2,0
0,6,0,2,1,1,0
0,1,0,1,0,1,0
0,0,4,0,1,2,0
0,0,0,4,1,2,0
0,0,0,4,1,2,0
0,6,0,2,1,1,0
0,1,0,1,0,1,0
0,67,0,2,0,2,1
4,10,0,2,3,0,0
0,6,0,2,1,0,0
5,0,0,1,0,2,2
0,8,0,2,2,0,1
3,2,0,2,1,1,0
0,6,0,2,1,0,0
0,12,0,2,0,0,0
0,5,3,1,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
4,5,0,2,0,2,0
0,8,0,2,2,2,0
1,20,0,2,0,0,0
0,4,0,0,2,1,0
5,10,0,2,0,2,0
4,1,1,0,1,2,0
0,6,0,2,1,0,0
3,31,0,2,2,1,0
3,31,0,2,2,1,0
3,31,0,2,2,0,0
3,31,0,2,2,1,0
3,31,0,2,2,2,0
3,13,0,2,2,0,0
3,31,0,2,2,0,0
3,31,0,0,2,0,0
5,4,0,2,0,2,0
5,4,0,2,0,2,0
6,8,0,2,0,1,1
0,10,0,2,0,0,0
0,1,0,4,0,1,0
1,4,0,2,2,2,0
0,3,0,4,1,2,0
0,6,0,2,1,2,0
0,10,0,0,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
4,0,0,2,0,0,0
0,6,0,2,1,0,0
4,0,0,2,2,2,0
0,27,1,1,1,2,0
0,1,0,2,0,0,1
0,13,0,2,2,0,0
4,8,5,4,0,2,1
1,5,3,2,1,2,0
4,8,5,4,0,2,1
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,10,1,0,1,0,0
0,6,0,2,1,1,0
0,8,1,2,2,1,0
0,8,1,2,2,1,0
0,10,0,4,0,1,0
0,6,0,2,1,0,0
4,8,5,4,0,0,0
0,6,0,2,1,2,0
3,7,0,2,0,1,0
3,7,0,2,0,2,0
3,7,0,2,0,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
1,1,0,2,2,2,0
0,0,0,2,1,2,0
0,6,0,2,1,1,0
4,11,0,2,1,2,0
0,3,0,4,1,1,0
0,10,4,2,1,0,0
0,3,0,4,1,2,0
0,10,0,2,0,2,0
0,12,0,0,1,1,0
0,6,0,2,1,2,0
0,2,0,4,0,2,0
0,17,0,0,1,1,0
0,17,0,0,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,3,0,4,1,0,0
0,6,0,2,1,1,0
4,8,0,2,0,1,0
4,8,0,2,0,2,0
4,1,0,2,0,2,0
3,7,0,2,0,0,0
0,1,0,1,0,0,0
0,1,0,1,0,2,0
3,1,0,2,3,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,5,0,2,2,0,0
0,10,4,1,1,1,0
0,0,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,4,0,0,1,2,0
0,17,0,0,1,2,0
4,8,0,2,3,2,1
0,8,0,2,0,0,1
0,4,0,2,1,1,0
0,12,0,1,0,2,0
0,12,0,4,0,1,0
0,6,0,2,1,1,0
0,10,0,0,1,0,0
0,9,0,1,1,0,0
0,6,0,2,1,2,0
0,11,0,2,1,0,0
5,4,0,0,0,0,0
5,4,0,0,0,2,0
5,4,0,0,0,0,0
5,4,0,0,0,0,0
5,4,0,0,2,0,0
5,4,0,0,0,1,0
5,4,0,0,0,0,0
3,2,0,2,2,1,0
3,7,0,2,0,2,0
3,13,0,0,0,0,0
3,2,0,3,0,2,0
3,2,0,2,2,1,0
0,8,0,2,2,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,5,3,2,1,2,0
0,72,0,2,0,0,0
0,12,0,2,3,2,0
0,8,0,2,0,1,1
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,11,3,2,1,1,0
0,6,0,2,1,0,0
0,1,0,1,1,2,0
3,85,0,2,2,1,0
0,4,2,0,1,2,0
0,8,0,2,0,2,1
0,5,0,2,0,0,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,0,0,4,1,1,0
0,27,1,1,1,0,0
0,10,0,2,1,2,0
0,1,0,1,0,2,0
0,36,0,2,0,1,0
5,2,0,2,0,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,12,0,2,0,2,0
0,36,0,1,1,0,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,8,0,0,1,2,0
0,6,0,2,1,2,0
0,8,0,2,2,1,1
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,36,0,1,1,1,0
4,36,0,1,1,1,0
0,6,0,2,1,2,0
0,8,0,2,0,2,1
0,86,0,1,1,2,0
0,8,4,2,1,2,1
0,5,0,2,0,1,0
6,12,0,2,2,0,0
0,8,4,2,1,2,1
0,8,4,2,1,0,0
0,8,4,2,1,1,0
0,1,0,4,0,0,0
3,87,0,1,2,2,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
5,5,0,0,0,1,0
5,4,0,0,0,1,0
4,8,0,2,2,2,1
0,6,0,2,1,1,0
0,0,0,2,0,0,0
5,88,0,0,0,0,0
4,8,0,2,2,0,1
4,8,0,2,2,0,1
5,4,0,2,2,1,0
0,6,0,2,1,2,0
3,8,0,4,0,0,0
0,89,0,2,1,1,0
0,10,0,2,2,0,0
0,11,0,2,0,2,0
0,11,0,2,0,2,0
5,4,0,2,2,1,0
0,5,0,1,0,1,0
4,7,0,2,0,1,1
0,6,0,2,1,1,0
4,8,0,2,0,2,1
0,0,0,2,1,1,1
0,7,2,2,2,2,0
0,53,0,2,2,2,0
4,53,0,2,2,2,0
0,6,0,2,1,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
0,8,0,2,2,1,1
0,6,0,2,1,0,0
6,4,0,4,1,2,0
8,4,0,1,0,2,0
8,4,0,0,0,0,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,1,0
5,0,0,4,0,1,0
0,6,0,2,1,2,0
8,36,0,4,1,2,0
4,1,1,0,1,2,0
4,14,4,2,1,2,1
0,11,0,1,0,0,0
3,1,0,1,0,0,0
3,49,0,0,0,1,0
4,10,0,2,0,1,0
0,1,1,1,1,2,0
4,10,0,2,0,2,0
0,4,0,1,0,0,0
3,4,0,3,0,0,0
3,0,0,2,0,0,0
3,7,0,2,0,2,0
0,8,0,2,2,1,1
0,90,2,2,2,0,0
1,21,0,0,0,1,0
6,13,0,2,0,2,0
1,21,0,0,0,1,0
1,21,0,0,0,1,0
0,5,0,2,2,2,0
0,8,0,2,2,2,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,6,0,2,1,1,0
0,4,0,2,2,2,0
4,8,0,2,2,1,1
0,6,0,2,1,1,0
0,6,0,2,1,0,0
0,6,0,2,1,2,0
6,17,0,4,1,2,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
0,6,0,2,1,2,0
0,6,0,2,1,1,0
3,7,0,2,2,2,0
0,8,0,2,2,0,2
0,8,0,2,2,1,2
1,54,0,0,1,2,0
0,8,0,2,0,2,1
5,10,0,2,1,0,0
0,12,0,2,0,2,0
0,13,0,2,2,1,0
4,84,4,0,1,1,0
0,53,0,2,2,2,0
0,8,0,2,2,2,2
0,6,0,2,1,1,0
0,8,0,2,2,0,2
4,8,0,2,1,0,0
0,6,0,2,1,2,0
3,7,0,2,0,1,0
0,9,0,0,1,1,0
1,1,0,1,1,2,0
0,12,0,2,2,1,0
0,12,0,2,0,1,0
0,10,0,2,2,2,0
3,91,0,2,2,2,0
0,8,1,4,0,0,1
0,5,0,4,0,0,0
0,5,0,0,1,1,0
0,92,0,2,2,2,0
0,6,0,2,1,0,0
0,93,0,2,3,1,0
0,5,0,1,1,0,0
0,1,0,0,0,0,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,4,1,1,0
0,6,0,0,1,1,0
0,94,0,2,1,0,0
0,95,0,4,1,1,0
0,6,0,0,0,2,0
0,6,0,0,0,1,0
0,6,0,0,1,0,0
0,6,0,2,1,1,0
0,8,0,0,0,0,0
0,8,0,0,0,1,0
0,6,0,0,1,2,0
0,6,0,0,2,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,96,0,0,1,1,0
0,97,0,4,1,2,0
0,6,0,2,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,98,0,0,1,0,0
0,6,0,0,0,0,0
0,6,0,0,0,1,0
0,6,0,4,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,99,2,4,1,2,0
0,8,3,0,1,2,0
0,100,0,0,1,0,0
0,94,2,4,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,4,1,0,0
0,101,0,0,1,2,0
0,102,2,4,1,1,0
0,6,6,4,0,1,0
0,6,0,4,1,2,0
0,98,0,0,0,2,0
0,6,0,0,1,2,0
0,103,0,2,1,0,0
0,6,0,0,0,0,0
0,6,0,0,0,2,0
0,103,3,2,1,1,0
0,95,0,4,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,96,0,4,1,0,0
0,6,0,4,1,2,0
0,8,0,2,1,2,0
0,104,0,2,0,1,0
0,99,7,0,1,2,0
0,6,0,0,1,2,0
0,105,0,0,0,0,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,4,1,0,0
0,99,0,0,1,1,0
0,6,0,0,0,0,0
0,6,0,0,1,0,0
0,6,0,0,0,1,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,98,0,1,0,0,0
0,106,0,4,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,4,1,2,0
0,106,0,0,1,2,0
0,6,0,4,1,2,0
0,107,0,2,1,1,0
0,6,0,0,1,1,0
0,94,0,2,1,1,0
0,108,2,4,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,109,0,2,1,0,0
0,94,0,2,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,110,0,4,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,107,0,2,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,106,0,4,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,99,0,1,0,2,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,2,1,1,0
0,95,7,0,1,0,0
0,71,0,0,1,0,0
0,8,0,0,1,0,0
0,111,0,2,1,0,0
0,8,0,4,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,8,0,1,1,2,0
0,94,3,2,1,2,0
0,6,0,0,1,1,0
0,8,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,0,1,0
0,6,0,0,0,1,0
0,6,0,0,0,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,100,0,0,1,2,0
0,6,0,0,1,2,0
0,100,0,2,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,6,2,1,1,0
0,6,7,4,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,8,0,2,0,0,0
0,6,6,2,1,0,0
0,6,0,4,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,0,2,0
0,6,0,0,0,2,0
0,6,0,0,0,1,0
0,112,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,71,2,1,1,1,0
0,6,0,0,1,1,0
0,97,0,4,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,113,2,4,1,2,0
0,94,8,4,1,0,0
0,6,6,2,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,95,0,4,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,99,0,2,1,0,0
0,6,0,0,0,1,0
0,6,0,0,0,1,0
0,99,0,4,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,100,2,4,1,1,0
0,107,6,2,1,1,0
0,114,2,0,0,1,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,115,9,0,1,2,0
0,95,0,4,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,99,3,0,1,2,0
0,103,3,2,1,2,0
0,102,10,0,0,0,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,105,0,0,0,0,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,1,0
0,98,0,0,0,2,0
0,8,6,0,1,2,0
0,6,6,4,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,0,0,0
0,6,0,0,0,2,0
0,6,0,0,0,1,0
0,6,0,0,1,2,0
0,8,2,1,1,1,0
0,102,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,96,2,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,2,0
0,102,0,1,0,0,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,6,11,0,0,2,0
0,106,7,0,1,1,0
0,100,0,1,0,2,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,4,0,1,0
0,6,0,0,0,0,0
0,6,0,0,0,0,0
0,6,0,0,0,2,0
0,6,0,0,0,2,0
0,6,2,0,0,2,0
0,6,0,0,0,0,0
0,96,0,0,0,1,0
0,96,0,0,0,1,0
0,116,0,2,1,0,0
0,6,0,0,0,0,0
0,99,0,0,1,0,0
0,6,0,0,1,2,0
0,6,0,0,1,0,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,117,0,0,0,0,0
0,6,0,0,1,0,0
0,6,0,0,1,1,0
0,6,0,0,1,2,0
0,6,0,0,1,1,0
0,97,0,4,1,0,0
0,6,0,0,1,1,0
